,DFC_126_2_Acetyl_norm,DFC_127N_2_Acetyl_norm,DKO_127C_2_Acetyl_norm,DKO_128N_2_Acetyl_norm,DKO_128C_2_Acetyl_norm,S3FL_129N_2_Acetyl_norm,S3FL_129C_2_Acetyl_norm,S3KO_130N_2_Acetyl_norm,S3KO_130C_2_Acetyl_norm,S3KO_131_2_Acetyl_norm
666,109.56275800107802,103.2880987668993,98.74973854340507,111.95642801222935,113.12384589037373,103.47749606203966,103.93216580989015,128.95498972598836,138.2036791072286,120.05592189765393
668,8.833968688385838,6.9227948235187196,5.904998164969024,9.35308504696987,5.240069155684886,2.7341614813140565,6.574313744253517,6.364283473531788,0.20369002079178866,1.522448284934017
671,3.4474024149798397,2.492206136466739,6.631767169888289,8.791899944151679,7.705984052477774,8.623124671836639,2.7070703652808596,8.242268760803464,11.50848617473606,5.654807915469207
698,12.71229640523816,16.337795783504177,12.445919209242405,14.871405224682094,19.83006562837614,12.303726665913253,11.891773390340921,16.275872489687853,16.397046673738988,10.765884300604837
700,87.9087615819859,97.10373539122257,112.7400418881009,119.34536519933553,117.13095759766217,77.39780193258251,92.33043567297219,109.34047672559532,95.12323970976531,95.04427150230937
703,45.35488802207852,44.30588687051981,38.60960338633593,50.6937209545767,34.83104791719954,25.65905390156268,34.32178498838233,44.132654250884364,39.71955405439879,33.38511596248166
711,193.37772921527537,171.223791968363,244.10353952725796,217.64628904298885,267.0380340318631,177.61533622844004,170.44875192821988,174.9656292641444,209.08780634277107,184.86872031341636
717,6.032954226214719,2.0306864815654913,6.9043055467330126,7.108344635697101,6.370280150048294,5.3631629056544945,6.2842704908305675,1.9823178032312128,5.397785550982399,6.089793139736068
731,13.035490381642518,12.276422820373197,20.349532137739406,15.245528626560889,17.261404277550216,18.613330084330304,11.311686883495021,20.13617558019074,17.313651767302037,16.20319960394061
737,749.1636373053063,712.5863471675268,890.5645694029438,923.1494941359261,764.6391109138614,737.9081197838743,661.9753853956446,661.1551536355893,756.606582231099,703.5886002516494
744,40.39924705054499,30.367993292502113,19.350224755975418,29.36868704748539,6.062040787949183,11.146966039203459,15.759016769313577,12.415569399184966,5.907010602961871,12.288332585538853
746,12.71229640523816,15.230148611741184,31.251067211528376,23.756836019303467,31.13217557201021,10.410845640388137,22.623373766990042,10.850581659791903,11.202951143548376,14.137019788673017
750,185.72880510703885,186.36163664912394,159.25325820293386,193.51532962180661,135.5225728695758,105.58069720151202,124.62191788739388,109.96647182135256,99.29888513599697,104.83143904831377
763,80.90622542655811,79.6582924359554,78.7635909081253,100.07801000257761,72.33350363925805,62.99087412719691,58.2986939380128,62.912507123601124,59.579331081598184,46.65216530262096
765,200.38026537070317,202.60712850164785,287.89137207364365,274.7936386799748,249.26289748414774,216.62971736565214,194.32897979337602,217.53329577563574,224.3645579021552,220.7550013154325
771,62.91509407338207,66.64343816774021,97.75043116164107,92.40848026406232,71.81977136909286,46.79622535325981,73.47762420048048,37.45537322947397,52.34833534348969,36.212519920216266
781,3.33967108951172,7.568922340380466,8.176151305341726,8.137183990863786,6.678519512147405,6.204443361443436,2.4170271118579105,4.799295734138726,7.027305717316709,2.5011650395344565
