,CrATFL_126_1_Acetyl_norm,CrATFL_127N_1_Acetyl_norm,CrATFL_127C_1_Acetyl_norm,CrATKO_128N_1_Acetyl_norm,CrATKO_128C_1_Acetyl_norm,CrATKO_129N_1_Acetyl_norm,DFC_129C_1_Acetyl_norm,DFC_130N_1_Acetyl_norm,DKO_130C_1_Acetyl_norm,DKO_131_1_Acetyl_norm
671,24.61991922717529,24.001500024144004,18.23326914172181,27.92053709140049,19.780686294496427,21.95657277296725,21.572115036791033,23.43241141528339,23.00313383031988,25.335058986872614
674,43.964141477098735,39.72012945172067,39.82291121002922,43.24754521500145,58.63919185779652,44.31787499797076,37.462289059427285,26.881337770779645,70.78691637784799,59.24213041291265
694,53.008193438101905,43.673317690991446,100.6004750157686,111.2916513433446,59.54287803368722,63.947253421729506,78.48782926332451,76.18069685228494,57.5078345757997,51.622563800319384
698,162.6673234652653,178.92882959175589,204.92017408532124,234.68871037666705,208.75150663075166,226.0413989622527,205.22400510447184,209.26867857025815,286.59813558594,294.2105158287575
700,312.89907548415124,380.54142979456554,407.48181584385253,447.6072117624868,443.1074549117398,434.78061384995516,412.0851796537001,421.8848444855567,517.8841902798835,440.3157056252334
702,25.624813889508975,22.966141199573087,30.479494684669294,31.727883058409645,26.608537401226158,21.855390409958186,28.69861732573093,26.37414271850078,23.52593232646351,24.763591490928118
703,158.14529748476374,161.61010016256964,171.53787038306436,195.63900815093209,191.38065013863041,198.21624913475964,180.2812470931822,197.7046313783001,237.1413978507522,230.96811294423338
709,27.508991381384632,18.63645884227652,30.842345811867734,34.07086519195374,28.516319328106526,28.836973457583717,27.157751965960138,27.692849854425823,26.34904420563913,31.24022311163239
711,172.96749375418557,157.84515898231174,163.5551455846986,175.3331629935499,206.54249597857438,184.35426540251763,164.39107307054593,161.5923436560452,233.69092777620423,215.15751222310237
714,32.91030019142819,38.68477062714975,57.421190879153755,64.23676016133399,44.782670494139126,51.805369860641626,48.633562917765495,45.546115694641735,54.05736450125172,53.14647712283803
716,11.43067678404567,13.177294130902592,13.062640579143983,14.643638334650605,17.571675642319164,16.08799571844144,13.001051473066024,12.071242244236897,15.474835485851555,19.144161114140584
717,209.01808976540656,186.83520607029746,217.25711241006832,243.57251763302173,257.55056012884944,255.68783132390894,232.28545298544628,242.1349179579283,316.71132896381323,292.49611334092407
720,11.933124115212513,15.624505898070217,22.406057104503912,23.722694102133982,15.663893715438796,19.528196060749675,19.068208827163502,18.867655944773638,19.029865259628263,21.144297349946314
731,127.62162211637803,132.33768248606458,154.4838674047375,168.2065923373533,150.61436264844997,151.06526797253505,148.69350721788106,147.89807724451595,155.16659365543046,154.86769140095814
737,70.84507369452481,100.61805304239194,95.15770810779193,110.31540878770123,106.43414960490463,123.94839468610544,98.23016668538774,117.16205707641693,120.13909441380702,122.29404413212194
744,29.89561620442714,27.01345296835031,49.25704051718876,52.81472226030652,30.825739555382757,44.2166926349617,44.78139951833853,43.61877449598206,32.83174555782019,36.95489807107734
